reviewId,userName,userImage,content,score,thumbsUpCount,reviewCreatedVersion,at,replyContent,repliedAt,appVersion
14aed7c5-07a3-41fd-ae60-e8c12c9e2471,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very bad because its never comes on time.,4,0,3.9.5,2026-04-11 18:35:01,"Hi, we would not want any of our customers to feel this way. We'd like to know what went wrong and help you with it. Can you please mail us  at support@nykaa.com so that we can have this addressed for you.

",2026-04-12 04:43:13,3.9.5
67f0fac9-3812-4a94-9cf0-4724b2823147,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,wow,5,0,3.9.5,2026-04-11 18:33:53,"Hi, thank you for sharing your valuable feedback!",2026-04-12 04:23:42,3.9.5
c6e99384-470f-423f-a9a3-a4e05f1ec2dc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good service,5,0,3.9.5,2026-04-11 18:24:16,"Hey SANGEETHA R, thank you for taking the time to rate us!",2026-04-11 18:31:30,3.9.5
df5921ed-0407-4434-9dce-c46352264875,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good 👍👍👍😊😊😊😊😊,5,0,3.9.4,2026-04-11 18:22:00,"Hey Shahzeb Raza, your feedback means a lot to us. We're committed to continuously bringing you products and services that will keep you thrilled. Keep exploring and happy shopping!",2026-04-11 18:28:24,3.9.4
783c7295-2285-4e4c-80f6-3803ed3bfd6c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,not good,1,0,3.9.5,2026-04-11 18:07:51,"Hi, we truly regret to hear this! Kindly write to us at support@nykaa.com with your issue so that we can get this addressed for you.
",2026-04-12 04:23:17,3.9.5
fdb5bbd8-3b0e-468e-a56f-0bd8e2bcb31d,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,gioi,5,0,3.9.5,2026-04-11 17:58:56,"Hey, thank you for taking the time to share your feedback. Happy shopping!!",2026-04-12 04:42:37,3.9.5
83b2a7a9-a6d5-426c-be91-c18842cafc0b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.9.5,2026-04-11 17:49:24,"Hey Monalisa Mohanty, thank you for taking the time to rate us!",2026-04-11 17:55:11,3.9.5
745d8390-823f-40a8-a19f-79d38ace34d4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thank you for nykaa,5,0,3.9.4,2026-04-11 17:48:28,"Hi Aram, thank you for the 5-star rating! ❤️🥰",2026-04-12 06:04:09,3.9.4
d2635cfa-0b8f-4032-9a6b-6bdf11d5b086,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,happy happy 😊,4,0,3.8.9,2026-04-11 17:46:19,"Hi! We are grateful for your amazing star rating!
",2026-04-12 04:22:40,3.8.9
4de178ab-8423-4ffe-852c-9b8774ec2c94,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thanku,5,0,3.9.5,2026-04-11 17:44:40,"Hi, we appreciate your incredible star ratings!
",2026-04-12 04:22:15,3.9.5
0ee2362e-8ff4-4c5b-98cd-3e0c1cfa5169,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.9.5,2026-04-11 17:43:22,"Hi Purva Jadhav, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 17:48:55,3.9.5
63cb4292-5d84-4d0f-bb3e-48cc99df23f4,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Good,3,0,3.9.5,2026-04-11 17:43:09,"Hi, we value your feedback immensely!
",2026-04-12 04:21:48,3.9.5
e4e653e4-88fa-4a29-a1f9-3b4a842c4523,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.9.5,2026-04-11 17:32:56,"Hi Sumonta Jana, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 17:39:46,3.9.5
505d9cd3-ae9a-4cbc-aad5-e2f824de6075,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,best sunscreen,5,0,3.9.4,2026-04-11 17:27:41,"Hey Alisha Saikia, your feedback means a lot to us. We're committed to continuously bringing you products and services that will keep you thrilled. Keep exploring and happy shopping!",2026-04-11 17:33:40,3.9.4
bca1b7f6-250e-452f-a43d-e4a79e09853b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,My order from Nykaa has not been delivered within the promised time. There is no proper update regarding the delay. Kindly resolve this issue as soon as possible.,1,0,3.9.5,2026-04-11 17:13:31,"Hey chandrashekar satyanaik, we regret to hear this, we'd like to know what went wrong and help you with it. We request you to email us at support@nykaa.com with your order details so that we can have this addressed for you.",2026-04-11 17:20:54,3.9.5
d656cadc-45f1-44f8-ab16-c1e4007411c2,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍 good,5,0,3.9.5,2026-04-11 17:13:22,"Hey Rupesh Chaloke, thank you for taking the time to rate us!",2026-04-11 17:18:29,3.9.5
62b6728d-19fd-46bc-b328-77ee313ae053,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very good product,5,0,3.9.5,2026-04-11 17:11:02,"Hey reena meena, thank you for taking the time to rate us!",2026-04-11 17:18:23,3.9.5
57bd3750-71e3-4904-81f1-19c9298123fc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love it,5,0,3.9.5,2026-04-11 17:01:15,"Hey Jyotsna Singh, your feedback means a lot to us. We're committed to continuously bringing you products and services that will keep you thrilled. Keep exploring and happy shopping!",2026-04-11 17:06:15,3.9.5
95fad183-ebc0-4315-8e95-5b029d81985a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,4,0,3.9.5,2026-04-11 17:00:12,"Hey Nazee Naz, your feedback means a lot to us. We're committed to continuously bringing you products and services that will keep you thrilled. Keep exploring and happy shopping!",2026-04-11 17:06:09,3.9.5
ef791a59-c151-4ff6-bfff-0e6543233340,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,thiss app iss too gud and best product is available on it,4,0,3.9.5,2026-04-11 16:55:10,"Hi Shifa Khatun, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 17:03:02,3.9.5
ea791c31-6189-49be-83f5-40a7eec47196,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,now I have not get any special coupon for purchase,4,0,3.9.4,2026-04-11 16:51:04,"Hi, kindly visit our site www.nykaa.com or our Nykaa app to check exciting offers/ discounts available on your desired products/ brands. Happy shopping!
",2026-04-12 05:30:19,3.9.4
05834f70-db35-4794-b029-ce23a443c756,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,give offers and discount to me because all the cosmetics items purchasing frequently from the Nykaa only.... in that I am dissatisfied,3,0,3.9.3,2026-04-11 16:47:22,Hi! We hope you understand that our offers may be time sensitive and will change frequently.,2026-04-12 05:29:12,3.9.3
699c3458-c1f1-4e79-ab44-967fe4372566,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,worst experience,1,0,3.9.5,2026-04-11 16:44:51,"Hi Sayantani De, we request you to please email us at support@nykaa.com with your concerns so that we can have them addressed for you.",2026-04-11 16:50:41,3.9.5
0dc9b4f6-2ae3-40fe-a7ce-ece5e50ce856,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.9.6,2026-04-11 16:39:42,"Hi sufiya thaseen, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 16:44:51,3.9.6
d7820723-34d1-4af9-9640-192bc371d99c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Pushpa Vani p,2,0,3.9.5,2026-04-11 16:29:15,,,3.9.5
1b95ce93-e61e-4514-b222-7445cd9863fc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,It's nice,5,0,3.9.5,2026-04-11 16:19:13,"Hi kavitha veldanda, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 16:26:43,3.9.5
cca43e37-bd15-478d-9523-ed032665668e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Very poor experience with this app. I placed a prepaid order, but the order was not delivered to me. On top of that, I have not received any refund yet. What’s worse is that there is no option in the app to report this issue or get help. It feels like there is no customer support at all. Highly disappointed with the service. Would not recommend",1,0,,2026-04-11 16:11:32,"Hey Neha Mali, this is not how we would like you to feel about us. Kindly email us at support@nykaa.com with your concerns so that we can have them addressed for you.",2026-04-11 16:17:28,
7573d4af-218a-4939-9c52-7ff4f1a77f86,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good product,2,0,3.9.6,2026-04-11 16:08:50,"Hi! We are delighted to hear about your feedback!
",2026-04-12 04:21:17,3.9.6
93a59e6e-535d-457e-bc24-110f1e142a22,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,3,0,3.9.3,2026-04-11 16:08:24,"Hi, thank you for sharing your feedback!
",2026-04-12 04:20:56,3.9.3
dd8f0439-2f34-4563-9510-667bd277f89e,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I love nykaa 😍,5,0,3.9.5,2026-04-11 16:04:01,"Hey Latika Bachar, your feedback means a lot to us. We're committed to continuously bringing you products and services that will keep you thrilled. Keep exploring and happy shopping!",2026-04-11 16:11:34,3.9.5
c3656a15-4441-4bab-ae1f-e39aba110b01,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"Everything is great here, I felt happy after shopping, coupons etc. all the good things are there in the price.",5,0,3.9.5,2026-04-11 16:02:13,"Hi Ritesh Patil, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 16:08:28,3.9.5
8ed08cd7-8d7d-43fe-b199-b9e7c89c386a,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice,5,0,3.9.6,2026-04-11 15:47:19,"Hey Geeta Rathod, your feedback means a lot to us. We're committed to continuously bringing you products and services that will keep you thrilled. Keep exploring and happy shopping!",2026-04-11 15:53:18,3.9.6
0d76d70f-6f34-4e63-86cc-177a26aefdac,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,niz,5,0,3.9.5,2026-04-11 15:33:23,"Hi, thank you so much for your amazing feedback!
",2026-04-12 04:19:55,3.9.5
2d89e238-0da1-40dc-b586-0eeb428f76b5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Very Good,4,0,3.9.3,2026-04-11 14:40:52,"Hi Ladli Khatoon, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 14:45:18,3.9.3
39356ecf-ea52-4367-996a-d8a5ffe0a8c9,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.9.5,2026-04-11 14:27:26,"Hey Tunga Rani, thank you for taking the time to rate us!",2026-04-11 14:33:06,3.9.5
a1d6d7cf-4f54-4dea-8bb3-6cc0b4cdce23,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nykaa is super,3,0,3.9.5,2026-04-11 14:14:13,Hi! Your feedback means a lot to us.,2026-04-11 14:58:55,3.9.5
a875f137-9d47-42e8-b28a-ad1b4d98e669,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,👍👌,5,0,3.9.5,2026-04-11 14:05:43,"Hi, thank you for the 5-star rating!",2026-04-11 14:59:16,3.9.5
4e07c7d3-5a6a-4ca1-84f9-a0b29e697bec,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.9.5,2026-04-11 14:01:47,"Hi padmanaban govindasamy (vg.prabu), we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 14:08:27,3.9.5
bb805984-4732-4bfc-ba8c-54a5fa9b1966,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good😊👍,5,0,3.9.5,2026-04-11 13:43:38,"Hi, we appreciate your wonderful feedback! 💖

",2026-04-11 13:45:45,3.9.5
65e5d8c6-782b-41fb-ac35-5cba02d1d988,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,3.9.5,2026-04-11 13:36:12,"Hi Nitesh Parmar, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 13:41:16,3.9.5
95d1852c-9417-4027-8eb9-99ecb0c905cc,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,very nice products,5,0,3.9.5,2026-04-11 13:33:49,"Hey Tanya Verma, thank you for taking the time to rate us!",2026-04-11 13:38:09,3.9.5
2705f651-288f-4055-8e98-86dbc035c7b5,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"worst app ever I used I have ordered and pay online but when I have cancelled my order that amount was add in this nyka's wallet which I can't withdraw in my original account and also my order is stuck for last three days very disappointed I have first time nykaa and it was worst experience and service ever I'm going to uninstall this fraud app and never trust on this my own money why I can't withdraw it meesho, amazon, shopsy, flipkart, myntra I have used all apps the best apps.",1,0,,2026-04-11 13:29:03,"Hi Varsha Chauhan, we request you to please email us at support@nykaa.com with your concerns so that we can have them addressed for you.",2026-04-11 13:36:14,
093dde04-13ef-429a-afe6-dcf9fa477013,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice jjkkjjj,3,0,3.9.5,2026-04-11 13:22:15,"Hi, we appreciate your wonderful feedback! 💖

",2026-04-11 14:04:08,3.9.5
b7ea343f-7ebe-4039-8642-6109e3f00e84,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,I am so satisfy with this app,5,0,3.9.5,2026-04-11 13:01:06,"Hi, we appreciate your wonderful feedback! 💖

",2026-04-11 14:06:33,3.9.5
1d8c3218-671b-4cd9-8a1c-c1170abd9589,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,"it doesn't showing the negative feedback, otherwise everything good for me, in past it's shows but now a days it's not so..",1,0,3.9.6,2026-04-11 12:59:25,We are sorry to hear this. Please email support@nykaa.com with your registered email address and the issue so we can resolve it as soon as possible.,2026-04-11 14:59:59,3.9.6
3b0b5388-5c97-441e-89f4-3d601c5e985c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,3.9.4,2026-04-11 12:47:46,"Hey Hrutuja Chikate, thank you for taking the time to rate us!",2026-04-11 12:52:50,3.9.4
7381c639-4c23-4747-ab3d-3260280f8517,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,5,0,3.9.5,2026-04-11 12:46:52,"Hey Smrithi S kumar, thank you for taking the time to rate us!",2026-04-11 12:52:44,3.9.5
e77cc722-f293-4381-ac43-7fc9d261860c,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,nice,5,0,3.9.5,2026-04-11 12:46:40,"Hey Samita Yadav, thank you for taking the time to rate us!",2026-04-11 12:52:38,3.9.5
8741ef13-39f4-4312-bad9-d5236d7b5e6b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Nice <3 ❤️,5,0,3.9.6,2026-04-11 12:46:17,"Hey Aditi Naik, thank you for taking the time to rate us!",2026-04-11 12:52:33,3.9.6
88c644a5-ba17-48e2-ab40-9d58cbcf421b,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,good,4,0,3.9.5,2026-04-11 12:41:18,"Hi Manojkumar Lohar, we are grateful for your feedback and will continue to strive to provide our customers with the highest quality of service and products. Keep exploring!",2026-04-11 12:46:26,3.9.5
1fda6de3-c0f7-4145-9abc-662961837eae,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,bad experience,1,0,3.9.5,2026-04-11 12:40:02,"Hi Ankit kumar, we request you to please email us at support@nykaa.com with your concerns so that we can have them addressed for you.",2026-04-11 12:47:51,3.9.5
82902a57-510e-4954-b30a-259c1d325689,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,ok,5,0,3.9.5,2026-04-11 12:36:46,,,3.9.5
782876fc-5b12-42eb-98e7-1857e707a325,A Google user,https://play-lh.googleusercontent.com/EGemoI2NTXmTsBVtJqk8jxF9rh8ApRWfsIMQSt2uE4OcpQqbFu7f7NbTK05lx80nuSijCz7sc3a277R67g,Trust Worthy!! Price Friendly!,4,0,3.9.5,2026-04-11 12:20:47,Hi! Your feedback means a lot to us.,2026-04-11 14:58:19,3.9.5
